PWSID,sys_name,agency,county,service_cxns_update,DAC_status,survey_start,survey_submit,survey1A_start,survey1A_submitted,app_started,app_complete,program_need_update,contact_priority,opp_contact_date,follow_up_date,total_arr_reported,ac_name_update,ac_email_update,ac_phone_update,agg_reporting,agg_PWSID,umbrella_org,survey_PWSIDs,TA_requested,reporter_name,reporter_email,reporter_phone
CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,DISTRICT 22 - ANGELES,LOS ANGELES,46080,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,2289354,ROBERT DIPRIMIO,RJDIPRIMIO@SGVWATER.COM,626-448-6183,Yes,CA1910039,San Gabriel Valley Water Company,CA1910039; CA3610041; CA1910189,NA,Hai-Van Nguyen,htnguyen@sgvwater.com,626-448-6183
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,DISTRICT 04 - SAN FRANCISCO,SAN FRANCISCO,170778,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,ANDREW DEGRACA,ADEGRACA@SFWATER.ORG,650-652-3102,Yes,CA3810011,San Francisco Public Utilities Commission,CA3810001; CA3810011; CA0110012; CA3810008; CA3810003; CA0110018; CA3810702,NA,Isobel Hayne,ihayne@sfwater.org,4153128726
CA3710018,RINCON DEL DIABLO MWD (ID-1),DISTRICT 14 - SAN DIEGO,SAN DIEGO,7107,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,150863.66,CLINT BAZE,CBAZE@RINCONWATER.ORG,760-745-5522,Yes,CA3710018,Rincon del Diablo Municipal Water District,CA3710018; CA3710044,Y,Josefina  Traslavina-Washington,jwashington@rinconwater.org,760-745-5522 x104
CA3710019,RAMONA MUNICIPAL WD,DISTRICT 14 - SAN DIEGO,SAN DIEGO,9565,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,87573.33,JOE LOMELI,jlomeli@rmwd.org,760-310-0758,Yes,CA3710019,Ramona Municipal Water District,CA3710019,Y,Taylor Vincent,tvincent@rmwd.org,760-788-2263
CA3710016,RAINBOW MUNICIPAL WD,DISTRICT 14 - SAN DIEGO,SAN DIEGO,8317,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,987380.89,TOM KENNEDY,tkennedy@rainbowmwd.com,760-728-1178,Yes,CA3710016,Rainbow Municipal Water District,CA3710016,NA,Tracy Largent,tlargent@rainbowmwd.com,(760) 728-1178
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,TULARE,187,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,16880,JUAN MARTINEZ,juan.martinez9826@yahoo.com,559-853-7957,Yes,CA5410039,Plainview Mutual Water Company,CA5400682; CA5410039,NA,Daniela Medel,Danielam@selfhelpenterprises.org,(559) 909-8516
CA3110024,PLACER CWA - ALTA,DISTRICT 02 - LASSEN,PLACER,266,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRENT SMITH,bsmith@pcwa.net,530-823-4848,Yes,CA3110024,Placer CWA,CA3110005;CA3110006; CA3110024;CA3110025;CA3110040;CA3110050;CA3110124,NA,Andrew Hamilton,ahamilton@pcwa.net,NA
CA5810003,OLIVEHURST PUBLIC U.D.,DISTRICT 21 - VALLEY,YUBA,4765,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,JOHN TILLOTSON,jtillotson@opud.org,530-743-8573,Yes,CA5805001,Olivehurst Public Utility District,CA5810003;CA5805001,NA,KARIN HELVEY,khelvey@opud.org,(530) 743-4657
CA5805001,PLUMAS LAKE,DISTRICT 21 - VALLEY,YUBA,2669,Non-DAC,Y - Ag,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOHN TILLOTSON,jtillotson@opud.org,530-743-8573,Yes,CA5805001,Olivehurst Public Utility District,CA5810003;CA5805001,NA,KARIN HELVEY,khelvey@opud.org,(530) 743-4657
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",DISTRICT 09 - SACRAMENTO,NEVADA,6068,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,ARMON CLOSE,close@nidwater.com,530-273-6185,Yes,CA2910004,Nevada Irrigation District,CA2910004; CA2910014; CA3110026; CA2910023; CA2910006; CA5810005; CA2910006,NA,Kaycee Strong,strongk@nidwater.com,(530) 273-6185
CA3310008,MISSION SPRINGS WD,DISTRICT 20 - RIVERSIDE,RIVERSIDE,12750,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARDEN WALLUM,AWallum@mswd.org,760-329-5169EXT. 138,Yes,CA3310008,Mission Springs Water District,CA3310008;CA3310081;CA3310078,Y,Danny Friend,dfriend@mswd.org,(760) 329-6448
CA1910070,"LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER",DISTRICT 16 - CENTRAL,LOS ANGELES,51516,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,RUSS BRYDEN,rbryden@dpw.lacounty.gov,626-300-3300,Yes,CA1910070,Los Angeles County Waterworks Districts,CA1910027;CA1910203;CA1910005;CA1910070;CA1910025,NA,Bing Hua,bhua@dpw.lacounty.gov,626-300-3337
CA5410007,LSID - TONYVILLE,DISTRICT 12 - VISALIA,TULARE,52,NA,Y - Ag,N,NA,NA,NA,NA,NA,1,10/8/2021,NA,NA,CRAIG WALLACE,cwallace@lsid.org,559-562-2581,Yes,CA5410007,Lindsay-Strathmore Irrigation District,CA5410007,NA,Mike Cosenza,mcosenza@lsid.org,(559) 562-2581
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,21059,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,894905.6,CAROL THOMAS-KEEFER,carol.thomas-keefer@libertyutilities.com,760-240-8325,Yes,CA3610003,Liberty Utilities Apple Valley,CA3600010; CA3610003; CA3610118,NA,Jeremy  Caudell,jeremy.caudell@libertyutilities.com,760-240-8334
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,DISTRICT 22 - ANGELES,LOS ANGELES,16588,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,1924881.35,FRANK HELDMAN,FRANK.HELDMAN@LIBERTYUTILITIES.COM,562-805-2105,Yes,CA1910211,Liberty Utilities,CA1910021; CA1910161; CA1910241; CA1910211,NA,Vanessa Lumley,vanessa.lumley@libertyutilities.com,(562) 805-2066
CA3610005,LAKE ARROWHEAD CSD,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,7885,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,86438,CATHERINE CERRI,ccerri@lakearrowheadcsd.com,909-336-7102,Yes,CA3610005,Lake Arrowhead Community Services District,CA3610005; CA3610045; CA3600087,NA,Catherine Cerri,ccerri@lakearrowheadcsd.com,NA
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,DISTRICT 08 - SANTA ANA,ORANGE,2526,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,ROCIO FLORES,Rocio.Flores@gswater.com,714-535-7711EXT. XXX,Yes,CA3010047,Golden State Water Company,CA1910004; CA1910011; CA1910030; CA1910077; CA1910195; CA1910072; CA1910098; CA4010040; CA4010023; CA4210022; CA4010017; CA4010018; CA4210016; CA5610059; CA4200560; CA4210021; CA1910024; CA1910142; CA1910223; CA1910212; CA3610043; CA1310003; CA3610107; CA3610107; CA3600279; CA3610108; CA3600270; CA3610063; CA3610047; CA3410003; CA3410015; CA0710002; CA1710002; CA3010022; CA3010035; CA3010047; CA1910155,NA,Rocio Flores,rocio.flores@gswater.com,310 263-4141
CA1010051,FCWWD #18/FRIANT,DISTRICT 23 - FRESNO,FRESNO,251,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,ALFRED CONSTABLE,w7wp2@comcast.net,559-822-3575,Yes,CA1010051,Fresno County Waterworks District #18,CA1010051;CA1010062,NA,Diego Noriega,noriegadiego79@gmail.com,559-822-3575
CA0410011,DEL ORO WATER CO.-PARADISE PINES,DISTRICT 21 - VALLEY,BUTTE,3198,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,54561.37,ROBERT FORTINO,corp.ceo@corporatecenter.us,530-809-3958,Yes,CA0410011,"Del Oro Water Co., Inc.",CA0400091; CA0405001; CA0410009; CA0410011; CA0410018; CA0605011; CA1000057; CA1100404; CA1200671; CA1210007; CA1500314; CA4500022; CA4510015; CA5200574; CA5400553; CA5400665; CA5400666; CA5400767; CA5402048; CA5410034; CA5510007,NA,Stephanie Sprague,ses@corporatecenter.us,(530) 809-3965
CA0710003,CONTRA COSTA WATER DISTRICT,DISTRICT 04 - SAN FRANCISCO,CONTRA COSTA,60529,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,684692.61,DAVE HUEY,DHUEY@CCWATER.COM,925-688-8254,Yes,NA,Contra Costa Water District,CA0710010; CA0710011,Y,Dominic DeBellis,ddebellis@ccwater.com,925-688-8059
CA3310001,COACHELLA VWD: COVE COMMUNITY,DISTRICT 20 - RIVERSIDE,RIVERSIDE,106916,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,213171.42,JAMES BARRETT,JBarrett@cvwd.org,760-398-2651,Yes,CA3310001,Coachella Valley Water District,CA3310001; CA3310048,NA,Vanessa Duong,VDuong@cvwd.org,(760) 398-2651
CA5610011,CITY OF SANTA PAULA,DISTRICT 06 - SANTA BARBARA,VENTURA,7508,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLETE SAUNIER,csaunier@spcity.org,805-933-4212,Yes,NA,City of Santa Paula Water Division,CA56010011,Y,Jose Ramirez Almazan,jalmazan@spcity.org,(805) 933-4282
CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,DISTRICT 17 - SANTA CLARA,SANTA CLARA,2197,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,JEFF PROVENZANO,jeffrey.provenzano@sanjoseca.gov,408-277-3288,Yes,CA4310019,City of San Jose,CA4310019; CA4310020,NA,Nicole Harvie,nicole.harvie@sanjoseca.gov,408-277-2558
CA5010010,"MODESTO, CITY OF",DISTRICT 10 - STOCKTON,STANISLAUS,69918,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,JEFF DANIELS,jdaniels@modestogov.com,209-342-4585,Yes,CA5010010,City of Modesto,CA5010010; CA5010005; CA5010023; CA5010029; CA5010031; CA5010033; CA5010034; CA5010035,Y,Melissa Duran,mduran@modestogov.com,209-342-4596
CA0410004,CITY OF GRIDLEY,DISTRICT 21 - VALLEY,BUTTE,2264,NA,Y - Ag,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,65725.9,JERRY COX,jcox@gridley.ca.us,530-846-2298,Yes,CA0410004,City of Gridley,CA0410004,Y,Elisa Arteaga,earteaga@gridley.ca.us,(530) 846-5695
CA0810001,CITY OF CRESCENT CITY,DISTRICT 01 - KLAMATH,DEL NORTE,3416,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,ERIC WIER,EWIER@CRESCENTCITY.ORG,707-464-9506,Yes,CA0810001,City of Crescent City,CA0810001; CA0810003,NA,Eric Wier,ewier@crescentcity.org,(707)464-9506
CA3610014,"COLTON, CITY OF",DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,15231,NA,Y - Ag,N,NA,NA,NA,NA,NA,1,10/8/2021,DDW,NA,ISAAC MORA,imora@coltonca.gov,909-370-6163,Yes,CA3610014,City of Colton,CA3610014,NA,Mike Cory,mcory@coltonca.gov,909-370-6101
CA4110002,CITY OF BRISBANE,DISTRICT 17 - SANTA CLARA,SAN MATEO,1280,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,RANDY BREAULT,rbreault@ci.brisbane.ca.us,415-508-2131,Yes,CA4110002,City of Brisbane,CA4110002; CA4110005,Y,Jerry Flanagan,jflanagan@ci.brisbane.ca.us,415-508-2137
CA1910050,"COMMERCE-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,LOS ANGELES,989,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,SOPHIE JAMES,sjames@calwater.com,408-367-8593,Yes,CA1910050,California Water Service Company,CA1910010; CA1910242; CA1910243; CA1500333; CA1500374; CA1510003; CA1510031; CA1510055; CA4110006; CA4110006; CA0410002; CA1110002; CA4810002; CA1910033; CA1910134; CA1910047; CA1910104; CA1910036; CA1910050; CA1510033; CA1510026; CA1510056; CA1510043; CA1500407; CA1510049; CA1500408; CA1510039; CA1510042; CA1500251; CA2710009; CA0110003; CA4310001; CA5810001; CA0410005; CA4910018; CA4900785; CA4900514; CA1710005; CA4900546; CA2110007; CA2710010; CA2710012; CA2710013; CA2710019; CA2702198; CA2701929; CA4110007; CA4110008; CA4110009; CA1010024; CA3910001; CA2010017; CA5410016; CA5410041; CA5400935; CA5610016; CA1110003,NA,Robert Salcido,rsalcido@calwater.com,310-755-9957
CA3410010,CALAM - SUBURBAN ROSEMONT,DISTRICT 09 - SACRAMENTO,SACRAMENTO,16238,NA,Y - Ag,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,AUDIE FOSTER,audie.foster@amwater.com,916-568-4278,Yes,CA3410010,California - American Water Company,CA1910052; CA1910139; CA1910186; CA2410008; CA2701202; CA2701257; CA2701882; CA2702004; CA2710004; CA2710006; CA2710021; CA2710022; CA3110150; CA3410010; CA3410012; CA3410013; CA3410017; CA3410031; CA3410045; CA3410047; CA3710001; CA4910023; CA4910024; CA5610040; CA5610081; CA5700712; CA3410023; CA5610010; CA2010013; CA2010014; CA2010007; CA2010012,NA,Jeffrey Dana,jeffrey.dana@amwater.com,619 446 4775
CA0310002,"AWA, IONE",DISTRICT 10 - STOCKTON,AMADOR,2106,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,RICK FERRIERA,rferriera@amadorwater.org,209-257-5284,Yes,CA0310002,Amador Water Agency,CA0310002; CA0310003; CA0310012; CA0310019; CA0310021,Y,Andrea Hinton,ahinton@amadorwater.org,209-257-5243
CA2500801,NEWELL COUNTY WATER DISTRICT,DISTRICT 01 - KLAMATH,MODOC,310,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOHN SANDERS,john.sanders@fleetpride.com,541-281-8654,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA5200010,WOODSON BRIDGE RV PARK,LPA82 - TEHAMA COUNTY,TEHAMA,214,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERI PLYMESSER-MATTIS,wbrvpark@aol.com,530-839-2151,NA,NA,NA,NA,NA,NA,NA,NA
CA0400040,ALMOND GROVE MOBILE PARK,LPA34 - BUTTE COUNTY,BUTTE,175,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,GENE _BENSON,AlmondGrove@hignell.com,530-342-6056,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1500443,CANYON MEADOWS MUTUAL WATER,DISTRICT 19 - TEHACHAPI,KERN,141,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOHN L. ROSE,johnlrosejr@gmail.com,661-549-1662,NA,NA,NA,NA,NA,NA,NA,NA
CA5200012,VISTA GRANDE WATER SYSTEM,LPA82 - TEHAMA COUNTY,TEHAMA,141,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERIC PATTERSON,epatterson133@gmail.com,530-385-1052,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4000507,GARDEN FARMS C.W.D.,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,107,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARTHA _SCHNEIDERHAND,manager@gfcwd.org,805-438-3751EXT. CELL,NA,NA,NA,NA,NA,NA,NA,NA
CA4600056,"SIERRA CITY WATER WORKS, INC.",DISTRICT 02 - LASSEN,SIERRA,89,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,DENNIS SMITH,sierracitywaterworks@gmail.com; scww@att.net,530-273-8106,NA,NA,NA,NA,NA,NA,NA,NA
CA2700702,PRUNEDALE MWC,LPA57 - MONTEREY COUNTY,MONTEREY,84,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELIZABETH MITCHELL,elizabeth@pacengineering.net,831-227-8443,NA,NA,NA,NA,NA,Miles Farmer,milescfarmer@yahoo.com,(831) 920-6796
CA0707523,FLAMINGO MOBILE MANOR,LPA37 - CONTRA COSTA COUNTY,CONTRA COSTA,62,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCOTT EVANS,admin1@evans-management.com,831-475-0335,NA,NA,NA,NA,NA,NA,NA,NA
CA3700291,"OCOTILLO OASIS, LLC",LPA67 - SAN DIEGO COUNTY,SAN DIEGO,55,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEAN FEENEY,ocotilloasismhp@gmail.com,760-801-6912,NA,NA,NA,NA,NA,NA,NA,NA
CA5200558,RIVER VIEW MHC LLC,LPA82 - TEHAMA COUNTY,TEHAMA,55,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARBARA WITTS,bwitts@montechristomh.com,"888-981-7226, 530-941-6386",NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA5500041,ALPINE ACRES MUTUAL WATER CO,DISTRICT 11 - MERCED,TUOLUMNE,55,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,DANA SERPA,danaserpa@yahoo.com,209-532-1091,NA,NA,NA,NA,NA,NA,NA,NA
CA0400023,GOLDEN OAKS MOBILE ESTATES,LPA34 - BUTTE COUNTY,BUTTE,52,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,POLLY _STEINPRESS,0,209-785-5500,NA,NA,NA,NA,NA,NA,NA,NA
CA2701687,VALLEY OAKS MHP WS,LPA57 - MONTEREY COUNTY,MONTEREY,46,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,MILTON HEINSEN,lockwoodian@hotmail.com; heinsenc@hotmail.com,831-385-4851,NA,NA,NA,NA,NA,NA,NA,NA
CA2600733,COLD WATER CANYON MWC,LPA56 - MONO COUNTY,MONO,45,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
CA5800824,COUNTRY VILLAGE MOBILE HOME PARK,LPA88 - YUBA COUNTY,YUBA,45,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEATHER BRIGHT,Hbright@cricommercial.com,209-322-4425,NA,NA,NA,NA,NA,Heather Bright,hbright@cricommercial.com,209-493-3023
CA1800516,LITTLE VALLEY CSD,DISTRICT 02 - LASSEN,LASSEN,44,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAMMIE EDDINGS,969rosesrred969@gmail.com,0,NA,NA,NA,NA,NA,Kiera Brown,kbrown@rcac.org,512-815-9764
CA5200560,MIRA MONTE WATER CO.,LPA82 - TEHAMA COUNTY,TEHAMA,41,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERIC PATTERSON,epatterson133@gmail.com,530-385-1052,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA4210028,CACHUMA PROJECT,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,40,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JANET GINGRAS,jgingras@cachuma-board.org,805-687-4011,NA,NA,NA,NA,NA,Laureen Tan,laureen.tan@waterboards.ca.gov,(805) 722-6085
CA5200531,RIVER POINTE LANDING MHP,LPA82 - TEHAMA COUNTY,TEHAMA,40,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,WARREN FAMILY TRUST,dwplpa82@waterboards.ca.gov,530-200-0225,NA,NA,NA,NA,NA,NA,NA,NA
CA2700629,MANZANITA HILLS WA,LPA57 - MONTEREY COUNTY,MONTEREY,31,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,KIP WEBB,kipwca3@aol.com,831-212-1332,NA,NA,NA,NA,NA,NA,NA,NA
CA2701068,IVERSON & JACKS APTS WS,LPA57 - MONTEREY COUNTY,MONTEREY,31,NA,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,WILLIAM CHRISTOPHER,bill@christopherranch.com,408-848-9224,NA,NA,NA,NA,NA,Mike Christensen,mcwatersolutions@aol.com,831-601-6079
CA5200548,LASSEN VIEW WATER DISTRICT,LPA82 - TEHAMA COUNTY,TEHAMA,30,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAURIE NELSON,dwplpa82@waterboards.ca.gov,530-527-0947,NA,NA,NA,NA,NA,NA,NA,NA
CA2700662,MURPHY HILL WS #01,LPA57 - MONTEREY COUNTY,MONTEREY,29,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAREN ALIOTTI,0,831-724-1222,NA,NA,NA,NA,NA,NA,NA,NA
CA1200687,RIVERBEND MOBILE HOME PARK,DISTRICT 01 - KLAMATH,HUMBOLDT,28,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURGUNDY ERIKSEN,burgundy707@gmail.com,707-601-9516,NA,NA,NA,NA,NA,Aayush Khurana,aayush.khurana@waterboards.ca.gov,661 335 7346
CA5200546,ANTELOPE-HOMEWOOD MHP,LPA82 - TEHAMA COUNTY,TEHAMA,24,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAVID WESTBY,dav4rent@yahoo.com,530-209-3916,NA,NA,NA,NA,NA,NA,NA,NA
CA2300837,YOKAYO TRIBE OF INDIANS,DISTRICT 03 - MENDOCINO,MENDOCINO,23,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,TYRONE MITCHELL,mitchellcassandra@hotmail.com,707-272-3998,NA,NA,NA,NA,NA,NA,NA,NA
CA2700624,LEAFWOOD COMMUNITY WA,LPA57 - MONTEREY COUNTY,MONTEREY,23,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOUIE CALCAGNO,cxcalcagno@aol.com; Carolynncalcagno@yahoo.com,831-663-6457,NA,NA,NA,NA,NA,NA,NA,NA
CA4300856,SPRING VALLEY HEIGHTS ASSOCIATION INC,DISTRICT 17 - SANTA CLARA,SANTA CLARA,19,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROBERT SCOTT,rcscott2@gmail.com,408-432-1900EXT. 2359,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA5200657,NORCAL WATER WORKS,LPA82 - TEHAMA COUNTY,TEHAMA,17,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,SHAWN LEWIS,seed4food@gmail.com,415-967-3429,NA,NA,NA,NA,NA,NA,NA,NA
CA0400041,FOREST RANCH MOBILE PARK,LPA34 - BUTTE COUNTY,BUTTE,16,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOSE _OSEGUERA,jose_oseguera@yahoo.com,405-569-7545,NA,NA,NA,NA,NA,NA,NA,NA
CA2701701,BRADLEY-LOCKWOOD RD WS,LPA57 - MONTEREY COUNTY,MONTEREY,16,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAREN WILLOUGHBY,0,831-385-5766,NA,NA,NA,NA,NA,NA,NA,NA
CA4000834,ANZA VINEYARD ESTATES MUTUAL WATER CO,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,16,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAVE WATSON,dave@watsonplanning.us,805-704-8728,NA,NA,NA,NA,NA,Laureen Tan,laureen.tan@waterboards.ca.gov,(805) 722-6085
CA4200814,JONATA HOMEOWNERS ASSOCIATION,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,16,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDWARD WOOLFOLK,WOOLFSEE@GMAIL.COM,805-403-0624,NA,NA,NA,NA,NA,Laureen Tan,laureen.tan@waterboards.ca.gov,(805) 722-6085
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,LPA35 - CALAVERAS COUNTY,CALAVERAS,13,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCOTT MILLS,scott.mills@rop.com,209-736-4500EXT. 4235,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA5200575,RANCHO COLORADO WS,LPA82 - TEHAMA COUNTY,TEHAMA,12,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAREN BYRD,byrdhoofard@hotmail.com,530-840-2321,NA,NA,NA,NA,NA,NA,NA,NA
CA3500930,BENITO VALLEY FARMS,DISTRICT 05 - MONTEREY,SAN BENITO,11,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,LINDA CHU,Lindachu3333@gmail.com; bvfarms18@yahoo.com,831-902-6589,NA,NA,NA,NA,NA,NA,NA,NA
CA1000075,TRACT 1199 WATER SYSTEM,DISTRICT 23 - FRESNO,FRESNO,10,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NORMA I. GARZA,rudygarza52@icloud.com,559-847-7457,NA,NA,NA,NA,NA,NA,NA,NA
CA1000585,MURRIETA/HERNANDEZ FARMS,DISTRICT 23 - FRESNO,FRESNO,10,NA,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANUEL HERNANDEZ,mandmhernandez559@yahoo.com,559-304-7776,NA,NA,NA,NA,NA,Tyler Thomas,ss.waterservice@gmail.com,(559) 246-7513
CA4200556,FOSTER ROAD MUTUAL WATER COMPANY,LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,49,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAMES KAUFMAN,JKAUFMANNATMCA@AOL.COM,805-934-0504,NA,NA,NA,NA,Y,Robert Walling,rcwalling@gmail.com,(805) 470-0462
CA1000229,GREEN ACRES MOBILE HOME ESTATE,DISTRICT 23 - FRESNO,FRESNO,113,NA,N,N,NA,NA,NA,NA,NA,2,10/8/2021,NA,NA,RICHARD TRAVASSOS,Richard@boavidamhp.com,916-281-9720,NA,NA,NA,NA,NA,NA,NA,NA
CA0110005,EAST BAY MUD,DISTRICT 04 - SAN FRANCISCO,ALAMEDA,390779,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,DAVID BRIGGS,david.briggs@ebmud.com,510-287-7056,NA,NA,NA,NA,NA,Ardy Assadi-Rad,ardy.assadi-rad@ebmud.com,510-287-1058
CA3000519,HYNES ESTATES MUTUAL WATER CO.,DISTRICT 08 - SANTA ANA,ORANGE,42,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,"CAROL WARREN,",cwarren@antarra.com,714-890-4500,NA,NA,NA,NA,NA,Hung Bui,hung.bui@waterboards.ca.gov,714-558-6720
