Water System No.,Water System Name,Regulating Agency,County,Total Number of Service Connections,AC Name,AC Email,AC Phone,Arrearage Application,Aggregated Application,Aggregated PWSIDs,Residential Arrearage Accounts,New Residential Arrearage Accounts,Residential Arrearage Amount,New Residential Arrearage Amount,CommercialArrearage Accounts,New Commercial Arrearage Accounts,Commercial Arrearage Amount,New Commercial Arrearage Amount,Total Reported Arrearages,Administrative Costs,Total Max Allotment,Total Funding Request,Mailing Address Street 1,Mailing Address Street 2,"City, State, Zip",Completed on,Uploaded Files
1710006,KONOCTI COUNTY WATER DISTRICT,DISTRICT 03 - MENDOCINO,LAKE,1800,JEFF STANLEY,konoctiwater@mchsi.com,707-994-2561,Application Summary,No,N/A,336,244,237109.00,190610.88,0,4,0.00,16799.80,207410.68,6222.32,213633.00,213633,15844 35th avenue,,"CLEARLAKE, CA 95422",10-27-2021,1052_CA1710006_439720_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1710006_439720_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1710006_439720_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1710006_439720_32056_CommunityWaterS__TaxFormUpload_1.pdf
1010023,CITY OF ORANGE COVE,DISTRICT 23 - FRESNO,FRESNO,1705,RUDY HERNANDEZ,rudy@cityoforangecove.com,559-626-4488,Application Summary,No,N/A,268,268,167735.76,167735.76,16,16,20736.54,20736.54,188472.30,5654.17,194126.47,194126.47,633 Sixth Street,,"ORANGE COVE, CA 93646",11-12-2021,1052_CA1010023_439945_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1010023_439945_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1010023_439945_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1010023_439945_32056_CommunityWaterS__TaxFormUpload_1.pdf
1910103,PALM RANCH IRRIGATION DIST.,DISTRICT 16 - CENTRAL,LOS ANGELES,1702,PETER TUCULET,pete@palmranchid.com,661-943-2469,Application Summary,No,N/A,61,53,33153.93,29447.24,0,0,0.00,0,29447.24,883.42,30330.66,30330.66,4871 WEST COLUMBIA WAY,,"QUARTZ HILL, CA 93536",10-11-2021,1052_CA1910103_439447_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1910103_439447_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1910103_439447_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1910103_439447_32056_CommunityWaterS__TaxFormUpload_1.pdf
3310019,IDYLLWILD WATER DISTRICT,DISTRICT 20 - RIVERSIDE,RIVERSIDE,1665,LEO HAVENER,leo@idyllwildwater.com,951-659-2143,Application Summary,No,N/A,66,66,14000.00,14000.00,66,66,32540.00,32540.00,46540.00,1396.20,47936.20,47936.2,PO Box 397,,"IDYLLWILD, CA 92549-0397",10-25-2021,1052_CA3310019_439700_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3310019_439700_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3310019_439700_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3310019_439700_32056_CommunityWaterS__TaxFormUpload_1.pdf
2310009,BROOKTRAILS TOWNSHIP CSD,DISTRICT 03 - MENDOCINO,MENDOCINO,1554,TAMARA ALANIZ,tamaraa@btcsd.org,707-459-2494,Application Summary,No,N/A,136,136,285262.66,285262.66,0,0,0.00,0,285262.66,8557.88,293820.54,293820.54,24860 Birch Street,,"WILLITS, CA 95490",10-06-2021,1052_CA2310009_439218_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2310009_439218_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2310009_439218_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2310009_439218_32056_CommunityWaterS__TaxFormUpload_1.pdf
1910117,"MONTEBELLO-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,LOS ANGELES,1503,ROBERT DIPRIMIO,RJDIPRIMIO@SGVWATER.COM,626-448-6183,Application Summary,No,N/A,29,27,14861.00,14718.00,23,14,17772.00,9801.00,24519.00,735.57,25254.57,25254.57,P.O.BOX 6010,,"EL MONTE, CA 91734-2010",11-05-2021,1052_CA1910117_439856_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1910117_439856_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1910117_439856_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1910117_439856_32056_CommunityWaterS__TaxFormUpload_1.pdf
5510008,LAKE DON PEDRO CSD,DISTRICT 11 - MERCED,TUOLUMNE,1492,PATRICK MCGOWEN,patrick@ldpcsd.org,209-852-2331,Application Summary,No,N/A,103,103,34825.70,34825.70,0,0,0.00,0,34825.70,1044.77,35870.47,35870.47,9751 Merced Falls Road,,"LA GRANGE, CA 95329",10-18-2021,1052_CA5510008_439242_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5510008_439242_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5510008_439242_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5510008_439242_32056_CommunityWaterS__TaxFormUpload_1.pdf
5210005,RIO ALTO WATER DISTRICT,DISTRICT 21 - VALLEY,TEHAMA,1378,MARTHA SLACK,MSlack56@sbcglobal.net,530-347-3835,Application Summary,No,N/A,18,15,6817.75,5745.96,0,0,0.00,0,5745.96,172.38,5918.34,5918.34,22099 River View Drive,,"COTTONWOOD, CA 96022",10-12-2021,1052_CA5210005_439412_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5210005_439412_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5210005_439412_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5210005_439412_32056_CommunityWaterS__TaxFormUpload_1.pdf
5010009,KEYES COMMUNITY SERVICES DIST.,DISTRICT 10 - STOCKTON,STANISLAUS,1370,ERNIE GARZA,EGARZA@keyescsd.org,209-668-8341,Application Summary,No,N/A,16,16,4675.36,4675.36,0,0,0.00,0.00,4675.36,140.26,4815.62,4815.62,P.O. BOX 699,,"KEYES, CA 95328",10-07-2021,1052_CA5010009_439378_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5010009_439378_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5010009_439378_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5010009_439378_32056_CommunityWaterS__TaxFormUpload_1.pdf
1510007,FRAZIER PARK PUD,DISTRICT 19 - TEHACHAPI,KERN,1318,JONNIE E. ALLISON,jonniea.fppud@gmail.com,661-245-3734,Application Summary,No,N/A,46,31,17193.76,13163.96,1,1,993.28,993.28,14157.24,424.72,14581.96,14581.96,P.O. BOX 1525,,"FRAZIER PARK, CA 93225",11-04-2021,1052_CA1510007_439799_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1510007_439799_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1510007_439799_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1510007_439799_32056_CommunityWaterS__TaxFormUpload_1.pdf
1210012,"RIO DELL, CITY OF",DISTRICT 01 - KLAMATH,HUMBOLDT,1290,RANDY JENSEN,JensenR@cityofriodell.ca.gov,707-764-3541,Application Summary,No,N/A,287,100,50386.00,35100,11,3,3167.00,1653,36753.00,1102.59,37855.59,37855.59,675 WILDWOOD AVE.,,"RIO DELL, CA 95562",11-03-2021,1052_CA1210012_439311_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1210012_439311_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1210012_439311_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1210012_439311_32056_CommunityWaterS__TaxFormUpload_1.pdf
3310046,FARM MUTUAL W.C. (THE),DISTRICT 20 - RIVERSIDE,RIVERSIDE,1265,DONNA SCHARDEIN,FarmMutual3@aol.com,951-244-4198,Application Summary,No,N/A,37,37,17726.82,17240.68,0,0,0.00,0,17240.68,517.22,17757.90,17757.9,33383 Mill Pond Dr.,,"WILDOMAR, CA 92595",10-06-2021,1052_CA3310046_439247_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3310046_439247_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3310046_439247_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3310046_439247_32056_CommunityWaterS__TaxFormUpload_1.pdf
4510011,CENTERVILLE C.S.D.,DISTRICT 02 - LASSEN,SHASTA,1257,CHRIS MUEHLBACHER,cmuehlbacher@centervillecsd.com,530-246-0680,Application Summary,No,N/A,11,9,6186.48,5476.43,0,0,0.00,0,5476.43,164.29,5640.72,5640.72,8930 Placer Road,,"REDDING, CA 96001",10-21-2021,1052_CA4510011_439425_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4510011_439425_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4510011_439425_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4510011_439425_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410001,CUTLER PUD,DISTRICT 24 - TULARE,TULARE,1218,DIONICIO RODRIGUEZ,Cutlerpud@sbcglobal.net,559-528-3859,Application Summary,No,N/A,110,110,21246.50,21246.50,3,3,139.02,139.02,21385.52,641.57,22027.09,22027.09,40526 OROSI DRIVE,,"CUTLER, CA 93615",10-18-2021,1052_CA5410001_439643_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410001_439643_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410001_439643_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410001_439643_32056_CommunityWaterS__TaxFormUpload_1.pdf
4910028,SWEETWATER SPRINGS CWD - MONTE RIO,DISTRICT 18 - SONOMA,SONOMA,1197,ED FORTNER,efortner@sweetwatersprings.com,707-869-4000,Application Summary,No,N/A,7,9,3542.24,3513.03,0,0,0.00,0,3513.03,105.39,3618.42,3618.42,P.O. Box 48,,"GUERNEVILLE, CA 95446",10-18-2021,1052_CA4910028_439654_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4910028_439654_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4910028_439654_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4910028_439654_32056_CommunityWaterS__TaxFormUpload_1.pdf
4710009,"WEED, CITY OF",DISTRICT 01 - KLAMATH,SISKIYOU,1110,CRAIG SHARP,sharp@ci.weed.ca.us,530-938-5020,Application Summary,No,N/A,108,108,11288.00,11288.00,3,3,10761.00,10761.00,22049.00,661.47,22710.47,22710.47,P. O. BOX 470,,"WEED, CA 96094",10-11-2021,1052_CA4710009_439291_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4710009_439291_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4710009_439291_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4710009_439291_32056_CommunityWaterS__TaxFormUpload_1.pdf
2410007,PLANADA CSD,DISTRICT 11 - MERCED,MERCED,1097,DANIEL CHAVEZ,PCSD103@AOL.COM,209-382-0213,Application Summary,No,N/A,100,119,11658.00,13596.61,3,3,739.50,739.5,14336.11,430.08,14766.19,14766.19,P.O. BOX 905,,"PLANADA, CA 95365",10-29-2021,1052_CA2410007_439876_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2410007_439876_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2410007_439876_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2410007_439876_32056_CommunityWaterS__TaxFormUpload_1.pdf
1710008,NICE MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,LAKE,1069,DAVID FULTZ,disciple144@yahoo.com,707-274-1149,Application Summary,No,N/A,58,58,27018.40,27018.40,0,0,0.00,0,27018.40,810.55,27828.95,27828.95,P.O. BOX 578,,"NICE, CA 95464",10-05-2021,1052_CA1710008_439279_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1710008_439279_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1710008_439279_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1710008_439279_32056_CommunityWaterS__TaxFormUpload_1.pdf
2310007,NORTH GUALALA WATER COMPANY,DISTRICT 03 - MENDOCINO,MENDOCINO,1059,SUZETTE EISSLER,bowerlp@gmail.com,707-884-3579,Application Summary,No,N/A,27,27,10494.56,10494.56,1,1,119.93,119.93,10614.49,318.43,10932.92,10932.92,P.O. BOX 1000,,"GUALALA, CA 95445",10-13-2021,1052_CA2310007_439577_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2310007_439577_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2310007_439577_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2310007_439577_32056_CommunityWaterS__TaxFormUpload_1.pdf
2310002,ROGINA WATER COMPANY INC.,DISTRICT 03 - MENDOCINO,MENDOCINO,1016,WAYNE ROGINA,drogina@pacific.net,707-462-4056,Application Summary,No,N/A,77,49,25741.96,17324.18,3,2,611.61,537.90,17862.08,535.86,18397.94,18397.94,P.O. Box 310,,"TALMAGE, CA 95481",10-21-2021,1052_CA2310002_439436_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2310002_439436_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2310002_439436_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2310002_439436_32056_CommunityWaterS__TaxFormUpload_1.pdf
5710007,ESPARTO C.S.D.,DISTRICT 09 - SACRAMENTO,YOLO,1007,STEVE KNIGHTLEY,gm@ecsd-ca.org,530-787-4502,Application Summary,No,N/A,71,71,12467.00,12467,0,0,0.00,0,12467.00,374.01,12841.01,12841.01,26490 Woodland Ave.,,"ESPARTO, CA 95627",10-07-2021,1052_CA5710007_439434_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5710007_439434_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5710007_439434_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5710007_439434_32056_CommunityWaterS__TaxFormUpload_1.pdf
3310047,CABAZON WATER DISTRICT,DISTRICT 20 - RIVERSIDE,RIVERSIDE,969,EVELYN AGUILAR,eaguilar@cabazonwater.org,951-849-4442,Application Summary,No,N/A,34,42,20619.77,21253.42,0,0,0.00,0,21253.42,637.60,21891.02,21891.02,14618 Broadway Street,,"CABAZON, CA 92230",10-20-2021,1052_CA3310047_439223_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3310047_439223_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3310047_439223_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3310047_439223_32056_CommunityWaterS__TaxFormUpload_1.pdf
3610110,ARROWBEAR PARK CWD,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,955,NORMAN HUFF,apcwdmail@gmail.com,909-867-2704,Application Summary,No,N/A,28,28,5941.00,5941.00,1,1,363.00,363.00,6304.00,189.12,6493.12,6493.12,PO Box 4045,,"ARROWBEAR LAKE, CA 92382",10-22-2021,1052_CA3610110_439422_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3610110_439422_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3610110_439422_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3610110_439422_32056_CommunityWaterS__TaxFormUpload_1.pdf
3610028,MARYGOLD MWC,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,926,JUSTIN BROKAW,JBROKAW@marygoldmutualwater.com,909-877-0516,Application Summary,No,N/A,74,74,19434.69,19434.69,3,3,575.44,575.44,20010.13,600.30,20610.43,20610.43,9725 ALDER AVENUE,,"BLOOMINGTON, CA 92316",10-12-2021,1052_CA3610028_439382_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3610028_439382_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3610028_439382_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3610028_439382_32056_CommunityWaterS__TaxFormUpload_1.pdf
4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,923,ROB ROBERSON,rob.roberson@sanmiguelcsd.org,805-467-3300,Application Summary,No,N/A,37,38,6083.66,18678.61,0,0,0.00,0,18678.61,560.36,19238.97,19238.97,1150 Mission Street,,"SAN MIGUEL, CA 93451",10-18-2021,1052_CA4010010_439649_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4010010_439649_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4010010_439649_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4010010_439649_32056_CommunityWaterS__TaxFormUpload_1.pdf
3310018,HOME GARDENS COUNTY WD,DISTRICT 20 - RIVERSIDE,RIVERSIDE,874,DAVID VIGIL,HGCWD@yahoo.com,951-737-4741,Application Summary,No,N/A,13,8,5186.23,3036.41,1,1,555.99,195.99,3232.40,96.97,3329.37,3329.37,3832 N. GRANT ST.,,"CORONA, CA 92879",11-10-2021,1052_CA3310018_439795_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3310018_439795_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3310018_439795_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3310018_439795_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410009,PIXLEY PUBLIC UTIL DIST,DISTRICT 12 - VISALIA,TULARE,840,JENNIFER BLEVINS,pixleyppud@gmail.com,559-757-3878,Application Summary,No,N/A,13,10,6794.58,4871.23,0,0,0.00,0,4871.23,146.14,5017.37,5017.37,P. O. BOX 535,,"PIXLEY, CA 93256",10-15-2021,1052_CA5410009_439620_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410009_439620_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410009_439620_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410009_439620_32056_CommunityWaterS__TaxFormUpload_1.pdf
2810007,TOWN OF YOUNTVILLE,DISTRICT 03 - MENDOCINO,NAPA,833,JOHN FERONS,jferons@yville.com,707-944-8851,Application Summary,No,N/A,21,14,7040.36,6226.50,1,1,2960.75,3013.25,9239.75,277.19,9516.94,9516.94,6550 Yount Street,,"YOUNTVILLE, CA 94599",11-15-2021,1052_CA2810007_439730_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2810007_439730_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2810007_439730_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2810007_439730_32056_CommunityWaterS__TaxFormUpload_1.pdf
3610051,VALLEY OF ENCHANTMENT MWC,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,823,BRIAN SMITH,VOEWATER@MSN.COM,909-338-2310,Application Summary,No,N/A,52,52,154886.25,223553.02,1,1,347.00,347.00,223900.02,6717.00,230617.02,223553.02,P. O. BOX 6510,,"CRESTLINE, CA 92325",11-03-2021,1052_CA3610051_439831_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3610051_439831_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3610051_439831_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3610051_439831_32056_CommunityWaterS__TaxFormUpload_1.pdf
5610003,VENTURA CWWD NO. 17 - BELL CANYON,DISTRICT 06 - SANTA BARBARA,VENTURA,710,GILBERTO MINERO,gilberto.minero@ventura.org,805-378-3016,Application Summary,No,N/A,11,11,19926.22,19926.22,0,0,0.00,0,19926.22,597.79,20524.01,20524.01,6767 Spring Street,,"MOORPARK, CA 93021",10-21-2021,1052_CA5610003_439576_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5610003_439576_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5610003_439576_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5610003_439576_32056_CommunityWaterS__TaxFormUpload_1.pdf
4110020,PALO ALTO PARK MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SAN MATEO,692,NIAMBI K.V. LINCOLN,niambilincoln@gmail.com,650-322-6903,Application Summary,No,N/A,113,113,51187.00,51187.00,0,0,0.00,0.00,51187.00,1535.61,52722.61,52722.61,2190 ADDISON AVE,,"EAST PALO ALTO, CA 94303",10-06-2021,1052_CA4110020_439236_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4110020_439236_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4110020_439236_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4110020_439236_32056_CommunityWaterS__TaxFormUpload_1.pdf
2410018,SANTA NELLA COUNTY WATER DISTRICT,DISTRICT 11 - MERCED,MERCED,667,AMY MONTGOMERY,AMONTGOMERY@SNCWD.COM,209-826-0920,Application Summary,No,N/A,82,104,16735.22,20568.32,7,3,2035.30,1026.87,21595.19,647.86,22243.05,22243.05,12931 SOUTH HWY 33,,"SANTA NELLA, CA 95322",11-09-2021,1052_CA2410018_439650_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2410018_439650_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2410018_439650_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2410018_439650_32056_CommunityWaterS__TaxFormUpload_1.pdf
3310004,BOX SPRINGS MUTUAL WC,DISTRICT 20 - RIVERSIDE,RIVERSIDE,649,MELISSA MARTINEZ,Melissa@bsmwc.org,951-653-6419,Application Summary,No,N/A,306,306,29128.42,29128.42,8,8,2078.59,2078.59,31207.01,936.21,32143.22,32143.22,21740 Dracaea Ave,,"MOERNO VALLEY, CA 92553",10-08-2021,1052_CA3310004_439397_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3310004_439397_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3310004_439397_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3310004_439397_32056_CommunityWaterS__TaxFormUpload_1.pdf
0910006,GRIZZLY FLATS COMMUNITY SERVIC,DISTRICT 09 - SACRAMENTO,EL DORADO,621,JODI LAUTHER,gfbill@sbcglobal.net,530-622-9626,Application Summary,No,N/A,28,28,11882.00,11882.00,0,0,0.00,0.00,11882.00,356.46,12238.46,12238.46,P.O. BOX 250,,"GRIZZLY FLATS, CA 95636",10-29-2021,1052_CA0910006_439864_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA0910006_439864_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA0910006_439864_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA0910006_439864_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410014,TIPTON COMMUNITY SERVICES DIST,DISTRICT 12 - VISALIA,TULARE,608,JOHNNY PRICE,tcsd@att.net,559-752-4182,Application Summary,No,N/A,36,32,9912.06,10512.24,1,0,75.76,0.00,10512.24,315.37,10827.61,10827.61,P.O. BOX 266,,"TIPTON, CA 93272",11-08-2021,1052_CA5410014_439370_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410014_439370_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410014_439370_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410014_439370_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410012,STRATHMORE PUBLIC UTIL DIST,DISTRICT 12 - VISALIA,TULARE,551,ADRIAN ORDONEZ,strathmore@spudh20.org,559-568-1613,Application Summary,No,N/A,237,24,38207.30,8938.48,20,0,1411.71,0,8938.48,268.15,9206.63,9206.63,P.O. BOX 425,,"STRATHMORE, CA 93267",10-19-2021,1052_CA5410012_439415_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410012_439415_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410012_439415_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410012_439415_32056_CommunityWaterS__TaxFormUpload_1.pdf
1210020,FIELDBROOK GLENDALE C.S.D.,DISTRICT 01 - KLAMATH,HUMBOLDT,551,RICK HANGER,rhanger50@gmail.com,707-443-3316,Application Summary,No,N/A,36,36,8601.75,8601.75,1,1,628.27,628.27,9230.02,276.90,9506.92,9506.92,P.O. BOX 2715,,"MCKINLEYVILLE, CA 95519",10-20-2021,1052_CA1210020_439395_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1210020_439395_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1210020_439395_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1210020_439395_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,DISTRICT 12 - VISALIA,TULARE,524,BEN MAGANA,benny_magana@icloud.com,661-725-5632,Application Summary,No,N/A,43,43,15697.40,15697.40,0,0,0.00,0,15697.40,470.92,16168.32,16168.32,P. O. BOX 86,,"RICHGROVE, CA 93261",10-07-2021,1052_CA5410024_439399_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410024_439399_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410024_439399_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410024_439399_32056_CommunityWaterS__TaxFormUpload_1.pdf
2110001,INVERNESS PUBLIC UTILITY DIST,DISTRICT 18 - SONOMA,MARIN,516,SHELLEY REDDING,shelley.redding@invernesspud.org,415-669-1414,Application Summary,No,N/A,4,1,3340.00,1085.20,0,0,0.00,0.00,1085.20,32.56,1117.76,1117.76,P.O. Box 469,,"INVERNESS, CA 94937",11-02-2021,1052_CA2110001_439922_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2110001_439922_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2110001_439922_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2110001_439922_32056_CommunityWaterS__TaxFormUpload_1.pdf
4410008,"MT. HERMON ASSOCIATION, INC.",DISTRICT 05 - MONTEREY,SANTA CRUZ,494,DALE POLLOCK,dale.pollock@mounthermon.org,831-430-1204,Application Summary,No,N/A,19,19,7138.66,7138.66,0,0,0.00,0,7138.66,214.16,7352.82,7352.82,PO BOX 413,,"MOUNT HERMON, CA 95041",11-03-2021,1052_CA4410008_439966_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4410008_439966_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4410008_439966_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4410008_439966_32056_CommunityWaterS__TaxFormUpload_1.pdf
